Reporte detallado item 1: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 1
Reporte detallado item 635: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 635
Reporte detallado item 636: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 636
Reporte detallado item 637: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 637
Reporte detallado item 638: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 638
Reporte detallado item 639: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 639
Reporte detallado item 640: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 640
Reporte detallado item 641: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 641
Reporte detallado item 642: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 642
Reporte detallado item 643: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 643
Reporte detallado item 644: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 644
Reporte detallado item 645: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 645
Reporte detallado item 646: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 646
Reporte detallado item 647: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 647
Reporte detallado item 648: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 648
Reporte detallado item 649: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 649
Reporte detallado item 650: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 650
Reporte detallado item 651: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 651
Reporte detallado item 652: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 652
Reporte detallado item 653: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 653
Reporte detallado item 654: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 654
Reporte detallado item 655: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 655
Reporte detallado item 656: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 656
Reporte detallado item 657: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 657
Reporte detallado item 658: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 658
Reporte detallado item 659: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 659
Reporte detallado item 660: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 660
Reporte detallado item 661: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 661
Reporte detallado item 662: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 662
Reporte detallado item 663: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 663
Reporte detallado item 664: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 664
Reporte detallado item 665: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 665
Reporte detallado item 666: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 666
Reporte detallado item 667: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 667
Reporte detallado item 668: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 668
Reporte detallado item 669: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 669
Reporte detallado item 670: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 670
Reporte detallado item 671: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 671
Reporte detallado item 672: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 672
Reporte detallado item 673: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 673
Reporte detallado item 674: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 674
Reporte detallado item 675: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 675
Reporte detallado item 676: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 676
Reporte detallado item 677: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 677
Reporte detallado item 678: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 678
Reporte detallado item 679: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 679
Reporte detallado item 680: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 680
Reporte detallado item 681: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 681
Reporte detallado item 682: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 682
Reporte detallado item 683: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 683
Reporte detallado item 684: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 684
Reporte detallado item 685: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 685
Reporte detallado item 686: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 686
Reporte detallado item 687: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 687
Reporte detallado item 688: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 688
Reporte detallado item 689: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 689
Reporte detallado item 690: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 690
Reporte detallado item 691: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 691
Reporte detallado item 692: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 692
Reporte detallado item 693: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 693
Reporte detallado item 694: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 694
Reporte detallado item 695: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 695
Reporte detallado item 696: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 696
Reporte detallado item 697: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 697
Reporte detallado item 698: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 698
Reporte detallado item 699: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 699
Reporte detallado item 700: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 700
Reporte detallado item 701: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 701
Reporte detallado item 702: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 702
Reporte detallado item 703: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 703
Reporte detallado item 704: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 704
Reporte detallado item 705: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 705
Reporte detallado item 706: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 706
Reporte detallado item 707: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 707
Reporte detallado item 708: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 708
Reporte detallado item 709: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 709
Reporte detallado item 710: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 710
Reporte detallado item 711: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 711
Reporte detallado item 712: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 712
Reporte detallado item 713: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 713
Reporte detallado item 714: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 714
Reporte detallado item 715: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 715
Reporte detallado item 716: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 716
Reporte detallado item 717: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 717
Reporte detallado item 718: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 718
Reporte detallado item 719: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 719
Reporte detallado item 720: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 720
Reporte detallado item 721: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 721
Reporte detallado item 722: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 722
Reporte detallado item 723: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 723
Reporte detallado item 724: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 724
Reporte detallado item 725: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 725
Reporte detallado item 726: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 726
Reporte detallado item 727: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 727
Reporte detallado item 728: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 728
Reporte detallado item 729: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 729
Reporte detallado item 730: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 730
Reporte detallado item 731: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 731
Reporte detallado item 732: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 732
Reporte detallado item 733: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 733
Reporte detallado item 734: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 734
Reporte detallado item 735: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 735
Reporte detallado item 736: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 736
Reporte detallado item 737: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 737
Reporte detallado item 738: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 738
Reporte detallado item 739: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 739
Reporte detallado item 740: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 740
Reporte detallado item 741: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 741
Reporte detallado item 742: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 742
Reporte detallado item 743: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 743
Reporte detallado item 744: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 744
Reporte detallado item 745: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 745
Reporte detallado item 746: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 746
Reporte detallado item 747: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 747
Reporte detallado item 748: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 748
Reporte detallado item 749: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 749
Reporte detallado item 750: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 750
Reporte detallado item 751: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 751
Reporte detallado item 752: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 752
Reporte detallado item 753: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 753
Reporte detallado item 754: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 754
Reporte detallado item 755: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 755
Reporte detallado item 756: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 756
Reporte detallado item 757: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 757
Reporte detallado item 758: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 758
Reporte detallado item 759: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 759
Reporte detallado item 760: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 760
Reporte detallado item 761: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 761
Reporte detallado item 762: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 762
Reporte detallado item 763: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 763
Reporte detallado item 764: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 764
Reporte detallado item 765: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 765
Reporte detallado item 766: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 766
Reporte detallado item 767: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 767
Reporte detallado item 768: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 768
Reporte detallado item 769: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 769
Reporte detallado item 770: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 770
Reporte detallado item 771: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 771
Reporte detallado item 772: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 772
Reporte detallado item 773: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 773
Reporte detallado item 774: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 774
Reporte detallado item 775: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 775
Reporte detallado item 776: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 776
Reporte detallado item 777: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 777
Reporte detallado item 778: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 778
Reporte detallado item 779: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 779
Reporte detallado item 780: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 780
Reporte detallado item 781: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 781
Reporte detallado item 782: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 782
Reporte detallado item 783: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 783
Reporte detallado item 784: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 784
Reporte detallado item 785: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 785
Reporte detallado item 786: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 786
Reporte detallado item 787: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 787
Reporte detallado item 788: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 788
Reporte detallado item 789: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 789
Reporte detallado item 790: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 790
Reporte detallado item 791: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 791
Reporte detallado item 792: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 792
Reporte detallado item 793: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 793
Reporte detallado item 794: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 794
Reporte detallado item 795: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 795
Reporte detallado item 796: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 796
Reporte detallado item 797: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 797
Reporte detallado item 798: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 798
Reporte detallado item 799: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 799
Reporte detallado item 800: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 800
Reporte detallado item 801: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 801
Reporte detallado item 802: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 802
Reporte detallado item 803: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 803
Reporte detallado item 804: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 804
Reporte detallado item 805: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 805
Reporte detallado item 806: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 806
Reporte detallado item 807: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 807
Reporte detallado item 808: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 808
Reporte detallado item 809: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 809
Reporte detallado item 810: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 810
Reporte detallado item 811: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 811
Reporte detallado item 812: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 812
Reporte detallado item 813: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 813
Reporte detallado item 814: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 814
Reporte detallado item 815: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 815
Reporte detallado item 816: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 816
Reporte detallado item 817: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 817
Reporte detallado item 818: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 818
Reporte detallado item 819: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 819
Reporte detallado item 820: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 820
Reporte detallado item 821: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 821
Reporte detallado item 822: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 822
Reporte detallado item 823: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 823
Reporte detallado item 824: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 824
Reporte detallado item 825: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 825
Reporte detallado item 826: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 826
Reporte detallado item 827: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 827
Reporte detallado item 828: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 828
Reporte detallado item 829: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 829
Reporte detallado item 830: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 830
Reporte detallado item 831: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 831
Reporte detallado item 832: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 832
Reporte detallado item 833: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 833
Reporte detallado item 834: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 834
Reporte detallado item 835: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 835
Reporte detallado item 836: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 836
Reporte detallado item 837: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 837
Reporte detallado item 838: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 838
Reporte detallado item 839: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 839
Reporte detallado item 840: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 840
Reporte detallado item 841: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 841
Reporte detallado item 842: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 842
Reporte detallado item 843: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 843
Reporte detallado item 844: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 844
Reporte detallado item 845: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 845
Reporte detallado item 846: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 846
Reporte detallado item 847: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 847
Reporte detallado item 848: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 848
Reporte detallado item 849: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 849
Reporte detallado item 850: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 850
Reporte detallado item 851: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 851
Reporte detallado item 852: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 852
Reporte detallado item 853: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 853
Reporte detallado item 854: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 854
Reporte detallado item 855: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 855
Reporte detallado item 856: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 856
Reporte detallado item 857: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 857
Reporte detallado item 858: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 858
Reporte detallado item 859: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 859
Reporte detallado item 860: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 860
Reporte detallado item 861: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 861
Reporte detallado item 862: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 862
Reporte detallado item 863: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 863
Reporte detallado item 864: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 864
Reporte detallado item 865: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 865
Reporte detallado item 866: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 866
Reporte detallado item 867: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 867
Reporte detallado item 868: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 868
Reporte detallado item 869: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 869
Reporte detallado item 870: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 870
Reporte detallado item 871: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 871
Reporte detallado item 872: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 872
Reporte detallado item 873: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 873
Reporte detallado item 874: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 874
Reporte detallado item 875: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 875
Reporte detallado item 876: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 876
Reporte detallado item 877: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 877
Reporte detallado item 878: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 878
Reporte detallado item 879: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 879
Reporte detallado item 880: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 880
Reporte detallado item 881: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 881
Reporte detallado item 882: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 882
Reporte detallado item 883: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 883
Reporte detallado item 884: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 884
Reporte detallado item 885: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 885
Reporte detallado item 886: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 886
Reporte detallado item 887: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 887
Reporte detallado item 888: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 888
Reporte detallado item 889: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 889
Reporte detallado item 890: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 890
Reporte detallado item 891: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 891
Reporte detallado item 892: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 892
Reporte detallado item 893: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 893
Reporte detallado item 894: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 894
Reporte detallado item 895: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 895
Reporte detallado item 896: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 896
Reporte detallado item 897: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 897
Reporte detallado item 898: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 898
Reporte detallado item 899: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 899
Reporte detallado item 900: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 900
Reporte detallado item 901: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 901
Reporte detallado item 902: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 902
Reporte detallado item 903: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 903
Reporte detallado item 904: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 904
Reporte detallado item 905: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 905
Reporte detallado item 906: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 906
Reporte detallado item 907: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 907
Reporte detallado item 908: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 908
Reporte detallado item 909: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 909
Reporte detallado item 910: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 910
Reporte detallado item 911: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 911
Reporte detallado item 912: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 912
Reporte detallado item 913: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 913
Reporte detallado item 914: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 914
Reporte detallado item 915: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 915
Reporte detallado item 916: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 916
Reporte detallado item 917: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 917
Reporte detallado item 918: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 918
Reporte detallado item 919: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 919
Reporte detallado item 920: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 920
Reporte detallado item 921: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 921
Reporte detallado item 922: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 922
Reporte detallado item 923: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 923
Reporte detallado item 924: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 924
Reporte detallado item 925: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 925
Reporte detallado item 926: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 926
Reporte detallado item 927: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 927
Reporte detallado item 928: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 928
Reporte detallado item 929: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 929
Reporte detallado item 930: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 930
Reporte detallado item 931: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 931
Reporte detallado item 932: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 932
Reporte detallado item 933: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 933
Reporte detallado item 934: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 934
Reporte detallado item 935: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 935
Reporte detallado item 936: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 936
Reporte detallado item 937: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 937
Reporte detallado item 938: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 938
Reporte detallado item 939: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 939
Reporte detallado item 940: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 940
Reporte detallado item 941: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 941
Reporte detallado item 942: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 942
Reporte detallado item 943: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 943
Reporte detallado item 944: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 944
Reporte detallado item 945: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 945
Reporte detallado item 946: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 946
Reporte detallado item 947: estado=activo, prioridad=2, descripcion=Tarea de ejemplo numero 947
Reporte detallado item 948: estado=activo, prioridad=3, descripcion=Tarea de ejemplo numero 948
Reporte detallado item 949: estado=activo, prioridad=4, descripcion=Tarea de ejemplo numero 949
Reporte detallado item 950: estado=activo, prioridad=5, descripcion=Tarea de ejemplo numero 950
Reporte detallado item 951: estado=activo, prioridad=1, descripcion=Tarea de ejemplo numero 951
